id,transactions
593,"[{'order_id': 3135, 'purchase_value': 20.78, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3136, 'purchase_value': 36.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3137, 'purchase_value': 139.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3138, 'purchase_value': 188.81, 'discount_value': 0.0, 'applies_discount': False}]"
594,"[{'order_id': 3139, 'purchase_value': 101.05, 'discount_value': 10.11, 'applies_discount': True}, {'order_id': 3140, 'purchase_value': 161.38, 'discount_value': 16.14, 'applies_discount': True}, {'order_id': 3141, 'purchase_value': 59.73, 'discount_value': 0.0, 'applies_discount': False}]"
595,"[{'order_id': 3142, 'purchase_value': 121.09, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3143, 'purchase_value': 21.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3144, 'purchase_value': 14.4, 'discount_value': 0.0, 'applies_discount': False}]"
596,"[{'order_id': 3145, 'purchase_value': 104.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3146, 'purchase_value': 135.33, 'discount_value': 0.0, 'applies_discount': False}]"
597,"[{'order_id': 3147, 'purchase_value': 87.18, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3148, 'purchase_value': 178.94, 'discount_value': 17.89, 'applies_discount': True}, {'order_id': 3149, 'purchase_value': 106.04, 'discount_value': 10.6, 'applies_discount': True}]"
598,"[{'order_id': 3150, 'purchase_value': 56.38, 'discount_value': 5.64, 'applies_discount': True}, {'order_id': 3151, 'purchase_value': 152.07, 'discount_value': 15.21, 'applies_discount': True}, {'order_id': 3152, 'purchase_value': 116.9, 'discount_value': 11.69, 'applies_discount': True}, {'order_id': 3153, 'purchase_value': 136.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3154, 'purchase_value': 145.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3155, 'purchase_value': 120.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3156, 'purchase_value': 31.6, 'discount_value': 3.16, 'applies_discount': True}, {'order_id': 3157, 'purchase_value': 188.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3158, 'purchase_value': 49.01, 'discount_value': 4.9, 'applies_discount': True}, {'order_id': 3159, 'purchase_value': 162.33, 'discount_value': 16.23, 'applies_discount': True}]"
599,"[{'order_id': 3160, 'purchase_value': 85.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3161, 'purchase_value': 27.29, 'discount_value': 0.0, 'applies_discount': False}]"
600,"[{'order_id': 3162, 'purchase_value': 99.91, 'discount_value': 9.99, 'applies_discount': True}]"
601,"[{'order_id': 3163, 'purchase_value': 31.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3164, 'purchase_value': 154.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3165, 'purchase_value': 141.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3166, 'purchase_value': 82.67, 'discount_value': 8.27, 'applies_discount': True}, {'order_id': 3167, 'purchase_value': 38.05, 'discount_value': 0.0, 'applies_discount': False}]"
602,"[{'order_id': 3168, 'purchase_value': 196.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3169, 'purchase_value': 159.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3170, 'purchase_value': 43.76, 'discount_value': 4.38, 'applies_discount': True}, {'order_id': 3171, 'purchase_value': 111.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3172, 'purchase_value': 142.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3173, 'purchase_value': 169.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3174, 'purchase_value': 31.67, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3175, 'purchase_value': 190.57, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3176, 'purchase_value': 139.99, 'discount_value': 0.0, 'applies_discount': False}]"
603,"[{'order_id': 3177, 'purchase_value': 94.46, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3178, 'purchase_value': 66.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3179, 'purchase_value': 176.75, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3180, 'purchase_value': 58.05, 'discount_value': 5.8, 'applies_discount': True}, {'order_id': 3181, 'purchase_value': 60.78, 'discount_value': 6.08, 'applies_discount': True}, {'order_id': 3182, 'purchase_value': 184.61, 'discount_value': 18.46, 'applies_discount': True}, {'order_id': 3183, 'purchase_value': 55.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3184, 'purchase_value': 120.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3185, 'purchase_value': 133.09, 'discount_value': 13.31, 'applies_discount': True}]"
604,"[{'order_id': 3186, 'purchase_value': 69.59, 'discount_value': 6.96, 'applies_discount': True}]"
605,"[{'order_id': 3187, 'purchase_value': 111.2, 'discount_value': 11.12, 'applies_discount': True}, {'order_id': 3188, 'purchase_value': 75.45, 'discount_value': 7.55, 'applies_discount': True}, {'order_id': 3189, 'purchase_value': 154.66, 'discount_value': 15.47, 'applies_discount': True}, {'order_id': 3190, 'purchase_value': 64.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3191, 'purchase_value': 27.23, 'discount_value': 2.72, 'applies_discount': True}, {'order_id': 3192, 'purchase_value': 126.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3193, 'purchase_value': 75.86, 'discount_value': 7.59, 'applies_discount': True}, {'order_id': 3194, 'purchase_value': 97.64, 'discount_value': 9.76, 'applies_discount': True}, {'order_id': 3195, 'purchase_value': 123.2, 'discount_value': 12.32, 'applies_discount': True}, {'order_id': 3196, 'purchase_value': 188.17, 'discount_value': 0.0, 'applies_discount': False}]"
606,"[{'order_id': 3197, 'purchase_value': 142.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3198, 'purchase_value': 81.27, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3199, 'purchase_value': 143.71, 'discount_value': 0.0, 'applies_discount': False}]"
607,"[{'order_id': 3200, 'purchase_value': 129.92, 'discount_value': 12.99, 'applies_discount': True}, {'order_id': 3201, 'purchase_value': 71.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3202, 'purchase_value': 18.65, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3203, 'purchase_value': 112.67, 'discount_value': 0.0, 'applies_discount': False}]"
608,"[{'order_id': 3204, 'purchase_value': 172.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3205, 'purchase_value': 117.06, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3206, 'purchase_value': 195.64, 'discount_value': 19.56, 'applies_discount': True}, {'order_id': 3207, 'purchase_value': 130.78, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3208, 'purchase_value': 65.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3209, 'purchase_value': 88.33, 'discount_value': 8.83, 'applies_discount': True}, {'order_id': 3210, 'purchase_value': 182.9, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3211, 'purchase_value': 178.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3212, 'purchase_value': 40.86, 'discount_value': 0.0, 'applies_discount': False}]"
609,"[{'order_id': 3213, 'purchase_value': 14.78, 'discount_value': 1.48, 'applies_discount': True}, {'order_id': 3214, 'purchase_value': 92.12, 'discount_value': 9.21, 'applies_discount': True}, {'order_id': 3215, 'purchase_value': 118.06, 'discount_value': 11.81, 'applies_discount': True}, {'order_id': 3216, 'purchase_value': 158.02, 'discount_value': 15.8, 'applies_discount': True}, {'order_id': 3217, 'purchase_value': 159.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3218, 'purchase_value': 127.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3219, 'purchase_value': 103.68, 'discount_value': 10.37, 'applies_discount': True}, {'order_id': 3220, 'purchase_value': 67.18, 'discount_value': 6.72, 'applies_discount': True}, {'order_id': 3221, 'purchase_value': 69.91, 'discount_value': 6.99, 'applies_discount': True}]"
610,"[{'order_id': 3222, 'purchase_value': 104.96, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3223, 'purchase_value': 44.24, 'discount_value': 4.42, 'applies_discount': True}, {'order_id': 3224, 'purchase_value': 113.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3225, 'purchase_value': 27.47, 'discount_value': 2.75, 'applies_discount': True}, {'order_id': 3226, 'purchase_value': 12.3, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3227, 'purchase_value': 38.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3228, 'purchase_value': 157.39, 'discount_value': 15.74, 'applies_discount': True}, {'order_id': 3229, 'purchase_value': 82.23, 'discount_value': 8.22, 'applies_discount': True}, {'order_id': 3230, 'purchase_value': 56.74, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3231, 'purchase_value': 20.84, 'discount_value': 0.0, 'applies_discount': False}]"
611,"[{'order_id': 3232, 'purchase_value': 165.09, 'discount_value': 16.51, 'applies_discount': True}, {'order_id': 3233, 'purchase_value': 179.17, 'discount_value': 17.92, 'applies_discount': True}, {'order_id': 3234, 'purchase_value': 16.14, 'discount_value': 1.61, 'applies_discount': True}, {'order_id': 3235, 'purchase_value': 140.9, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3236, 'purchase_value': 46.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3237, 'purchase_value': 141.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3238, 'purchase_value': 121.82, 'discount_value': 12.18, 'applies_discount': True}, {'order_id': 3239, 'purchase_value': 50.87, 'discount_value': 0.0, 'applies_discount': False}]"
612,"[{'order_id': 3240, 'purchase_value': 14.73, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3241, 'purchase_value': 25.31, 'discount_value': 2.53, 'applies_discount': True}, {'order_id': 3242, 'purchase_value': 17.6, 'discount_value': 1.76, 'applies_discount': True}, {'order_id': 3243, 'purchase_value': 187.3, 'discount_value': 18.73, 'applies_discount': True}, {'order_id': 3244, 'purchase_value': 163.75, 'discount_value': 16.38, 'applies_discount': True}, {'order_id': 3245, 'purchase_value': 161.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3246, 'purchase_value': 157.17, 'discount_value': 15.72, 'applies_discount': True}]"
613,"[{'order_id': 3247, 'purchase_value': 138.97, 'discount_value': 0.0, 'applies_discount': False}]"
614,"[{'order_id': 3248, 'purchase_value': 114.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3249, 'purchase_value': 100.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3250, 'purchase_value': 59.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3251, 'purchase_value': 87.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3252, 'purchase_value': 77.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3253, 'purchase_value': 109.72, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3254, 'purchase_value': 26.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3255, 'purchase_value': 26.72, 'discount_value': 2.67, 'applies_discount': True}]"
615,"[{'order_id': 3256, 'purchase_value': 167.46, 'discount_value': 16.75, 'applies_discount': True}]"
616,"[{'order_id': 3257, 'purchase_value': 14.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3258, 'purchase_value': 108.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3259, 'purchase_value': 38.3, 'discount_value': 3.83, 'applies_discount': True}, {'order_id': 3260, 'purchase_value': 166.1, 'discount_value': 16.61, 'applies_discount': True}]"
617,"[{'order_id': 3261, 'purchase_value': 80.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3262, 'purchase_value': 116.55, 'discount_value': 11.66, 'applies_discount': True}, {'order_id': 3263, 'purchase_value': 39.28, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3264, 'purchase_value': 173.74, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3265, 'purchase_value': 117.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3266, 'purchase_value': 172.67, 'discount_value': 17.27, 'applies_discount': True}, {'order_id': 3267, 'purchase_value': 96.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3268, 'purchase_value': 172.91, 'discount_value': 17.29, 'applies_discount': True}, {'order_id': 3269, 'purchase_value': 92.44, 'discount_value': 9.24, 'applies_discount': True}, {'order_id': 3270, 'purchase_value': 106.51, 'discount_value': 0.0, 'applies_discount': False}]"
618,"[{'order_id': 3271, 'purchase_value': 46.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3272, 'purchase_value': 154.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3273, 'purchase_value': 199.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3274, 'purchase_value': 152.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3275, 'purchase_value': 120.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3276, 'purchase_value': 10.07, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3277, 'purchase_value': 93.92, 'discount_value': 0.0, 'applies_discount': False}]"
619,"[{'order_id': 3278, 'purchase_value': 158.2, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3279, 'purchase_value': 102.25, 'discount_value': 10.23, 'applies_discount': True}, {'order_id': 3280, 'purchase_value': 117.54, 'discount_value': 11.75, 'applies_discount': True}, {'order_id': 3281, 'purchase_value': 195.59, 'discount_value': 19.56, 'applies_discount': True}, {'order_id': 3282, 'purchase_value': 145.85, 'discount_value': 14.59, 'applies_discount': True}, {'order_id': 3283, 'purchase_value': 67.03, 'discount_value': 6.7, 'applies_discount': True}, {'order_id': 3284, 'purchase_value': 83.11, 'discount_value': 8.31, 'applies_discount': True}, {'order_id': 3285, 'purchase_value': 113.68, 'discount_value': 11.37, 'applies_discount': True}, {'order_id': 3286, 'purchase_value': 103.78, 'discount_value': 0.0, 'applies_discount': False}]"
620,"[{'order_id': 3287, 'purchase_value': 166.38, 'discount_value': 16.64, 'applies_discount': True}, {'order_id': 3288, 'purchase_value': 93.13, 'discount_value': 9.31, 'applies_discount': True}, {'order_id': 3289, 'purchase_value': 137.87, 'discount_value': 13.79, 'applies_discount': True}, {'order_id': 3290, 'purchase_value': 146.87, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3291, 'purchase_value': 104.37, 'discount_value': 10.44, 'applies_discount': True}]"
621,"[{'order_id': 3292, 'purchase_value': 161.97, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3293, 'purchase_value': 193.71, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3294, 'purchase_value': 175.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3295, 'purchase_value': 55.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3296, 'purchase_value': 113.29, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3297, 'purchase_value': 145.42, 'discount_value': 14.54, 'applies_discount': True}, {'order_id': 3298, 'purchase_value': 64.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3299, 'purchase_value': 149.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3300, 'purchase_value': 189.78, 'discount_value': 0.0, 'applies_discount': False}]"
622,"[{'order_id': 3301, 'purchase_value': 135.81, 'discount_value': 13.58, 'applies_discount': True}, {'order_id': 3302, 'purchase_value': 145.08, 'discount_value': 14.51, 'applies_discount': True}, {'order_id': 3303, 'purchase_value': 107.76, 'discount_value': 10.78, 'applies_discount': True}, {'order_id': 3304, 'purchase_value': 24.55, 'discount_value': 2.46, 'applies_discount': True}, {'order_id': 3305, 'purchase_value': 126.51, 'discount_value': 12.65, 'applies_discount': True}, {'order_id': 3306, 'purchase_value': 182.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3307, 'purchase_value': 197.97, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3308, 'purchase_value': 147.08, 'discount_value': 14.71, 'applies_discount': True}, {'order_id': 3309, 'purchase_value': 11.11, 'discount_value': 1.11, 'applies_discount': True}]"
623,"[{'order_id': 3310, 'purchase_value': 95.87, 'discount_value': 0.0, 'applies_discount': False}]"
624,"[{'order_id': 3311, 'purchase_value': 31.01, 'discount_value': 3.1, 'applies_discount': True}, {'order_id': 3312, 'purchase_value': 143.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3313, 'purchase_value': 13.67, 'discount_value': 1.37, 'applies_discount': True}]"
625,"[{'order_id': 3314, 'purchase_value': 60.79, 'discount_value': 6.08, 'applies_discount': True}, {'order_id': 3315, 'purchase_value': 142.13, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3316, 'purchase_value': 107.42, 'discount_value': 10.74, 'applies_discount': True}, {'order_id': 3317, 'purchase_value': 182.25, 'discount_value': 18.23, 'applies_discount': True}, {'order_id': 3318, 'purchase_value': 105.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3319, 'purchase_value': 130.12, 'discount_value': 13.01, 'applies_discount': True}, {'order_id': 3320, 'purchase_value': 183.89, 'discount_value': 18.39, 'applies_discount': True}, {'order_id': 3321, 'purchase_value': 14.74, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3322, 'purchase_value': 196.62, 'discount_value': 19.66, 'applies_discount': True}, {'order_id': 3323, 'purchase_value': 197.27, 'discount_value': 0.0, 'applies_discount': False}]"
626,"[{'order_id': 3324, 'purchase_value': 101.32, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3325, 'purchase_value': 40.11, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3326, 'purchase_value': 59.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3327, 'purchase_value': 177.56, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3328, 'purchase_value': 26.76, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3329, 'purchase_value': 119.53, 'discount_value': 11.95, 'applies_discount': True}, {'order_id': 3330, 'purchase_value': 174.75, 'discount_value': 0.0, 'applies_discount': False}]"
627,"[{'order_id': 3331, 'purchase_value': 137.51, 'discount_value': 0.0, 'applies_discount': False}]"
628,"[{'order_id': 3332, 'purchase_value': 140.58, 'discount_value': 14.06, 'applies_discount': True}, {'order_id': 3333, 'purchase_value': 88.36, 'discount_value': 8.84, 'applies_discount': True}, {'order_id': 3334, 'purchase_value': 121.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3335, 'purchase_value': 114.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3336, 'purchase_value': 12.42, 'discount_value': 1.24, 'applies_discount': True}, {'order_id': 3337, 'purchase_value': 94.88, 'discount_value': 9.49, 'applies_discount': True}]"
629,"[{'order_id': 3338, 'purchase_value': 71.59, 'discount_value': 7.16, 'applies_discount': True}, {'order_id': 3339, 'purchase_value': 35.51, 'discount_value': 3.55, 'applies_discount': True}, {'order_id': 3340, 'purchase_value': 145.63, 'discount_value': 14.56, 'applies_discount': True}]"
630,"[{'order_id': 3341, 'purchase_value': 164.56, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3342, 'purchase_value': 136.45, 'discount_value': 13.64, 'applies_discount': True}, {'order_id': 3343, 'purchase_value': 79.11, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3344, 'purchase_value': 74.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3345, 'purchase_value': 76.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3346, 'purchase_value': 160.6, 'discount_value': 16.06, 'applies_discount': True}]"
631,"[{'order_id': 3347, 'purchase_value': 41.54, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3348, 'purchase_value': 89.99, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3349, 'purchase_value': 23.3, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3350, 'purchase_value': 30.29, 'discount_value': 3.03, 'applies_discount': True}, {'order_id': 3351, 'purchase_value': 14.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3352, 'purchase_value': 123.63, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3353, 'purchase_value': 160.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3354, 'purchase_value': 16.9, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3355, 'purchase_value': 122.72, 'discount_value': 0.0, 'applies_discount': False}]"
632,"[{'order_id': 3356, 'purchase_value': 191.89, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3357, 'purchase_value': 159.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3358, 'purchase_value': 110.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3359, 'purchase_value': 61.22, 'discount_value': 0.0, 'applies_discount': False}]"
633,"[{'order_id': 3360, 'purchase_value': 174.29, 'discount_value': 17.43, 'applies_discount': True}, {'order_id': 3361, 'purchase_value': 13.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3362, 'purchase_value': 161.93, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3363, 'purchase_value': 14.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3364, 'purchase_value': 84.66, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3365, 'purchase_value': 78.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3366, 'purchase_value': 123.89, 'discount_value': 12.39, 'applies_discount': True}]"
634,"[{'order_id': 3367, 'purchase_value': 175.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3368, 'purchase_value': 126.93, 'discount_value': 0.0, 'applies_discount': False}]"
635,"[{'order_id': 3369, 'purchase_value': 69.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3370, 'purchase_value': 192.06, 'discount_value': 19.21, 'applies_discount': True}, {'order_id': 3371, 'purchase_value': 194.38, 'discount_value': 19.44, 'applies_discount': True}, {'order_id': 3372, 'purchase_value': 12.89, 'discount_value': 1.29, 'applies_discount': True}, {'order_id': 3373, 'purchase_value': 20.0, 'discount_value': 2.0, 'applies_discount': True}, {'order_id': 3374, 'purchase_value': 124.13, 'discount_value': 12.41, 'applies_discount': True}]"
636,"[{'order_id': 3375, 'purchase_value': 23.47, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3376, 'purchase_value': 110.27, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3377, 'purchase_value': 176.68, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3378, 'purchase_value': 10.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3379, 'purchase_value': 126.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3380, 'purchase_value': 121.7, 'discount_value': 12.17, 'applies_discount': True}, {'order_id': 3381, 'purchase_value': 127.8, 'discount_value': 12.78, 'applies_discount': True}, {'order_id': 3382, 'purchase_value': 17.8, 'discount_value': 0.0, 'applies_discount': False}]"
637,"[{'order_id': 3383, 'purchase_value': 116.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3384, 'purchase_value': 18.37, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3385, 'purchase_value': 187.69, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3386, 'purchase_value': 177.41, 'discount_value': 17.74, 'applies_discount': True}, {'order_id': 3387, 'purchase_value': 146.78, 'discount_value': 14.68, 'applies_discount': True}, {'order_id': 3388, 'purchase_value': 131.02, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3389, 'purchase_value': 51.01, 'discount_value': 5.1, 'applies_discount': True}]"
638,"[{'order_id': 3390, 'purchase_value': 43.93, 'discount_value': 4.39, 'applies_discount': True}, {'order_id': 3391, 'purchase_value': 161.32, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3392, 'purchase_value': 11.19, 'discount_value': 1.12, 'applies_discount': True}, {'order_id': 3393, 'purchase_value': 135.42, 'discount_value': 13.54, 'applies_discount': True}]"
639,"[{'order_id': 3394, 'purchase_value': 126.29, 'discount_value': 12.63, 'applies_discount': True}, {'order_id': 3395, 'purchase_value': 154.86, 'discount_value': 15.49, 'applies_discount': True}, {'order_id': 3396, 'purchase_value': 150.65, 'discount_value': 15.07, 'applies_discount': True}, {'order_id': 3397, 'purchase_value': 28.45, 'discount_value': 2.85, 'applies_discount': True}]"
640,"[{'order_id': 3398, 'purchase_value': 85.82, 'discount_value': 0.0, 'applies_discount': False}]"
641,"[{'order_id': 3399, 'purchase_value': 52.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3400, 'purchase_value': 101.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3401, 'purchase_value': 17.13, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3402, 'purchase_value': 193.9, 'discount_value': 19.39, 'applies_discount': True}, {'order_id': 3403, 'purchase_value': 137.44, 'discount_value': 13.74, 'applies_discount': True}, {'order_id': 3404, 'purchase_value': 31.14, 'discount_value': 0.0, 'applies_discount': False}]"
642,"[{'order_id': 3405, 'purchase_value': 134.96, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3406, 'purchase_value': 175.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3407, 'purchase_value': 118.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3408, 'purchase_value': 93.52, 'discount_value': 9.35, 'applies_discount': True}, {'order_id': 3409, 'purchase_value': 194.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3410, 'purchase_value': 65.67, 'discount_value': 6.57, 'applies_discount': True}]"
643,"[{'order_id': 3411, 'purchase_value': 80.4, 'discount_value': 8.04, 'applies_discount': True}, {'order_id': 3412, 'purchase_value': 48.47, 'discount_value': 4.85, 'applies_discount': True}, {'order_id': 3413, 'purchase_value': 96.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3414, 'purchase_value': 181.96, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3415, 'purchase_value': 98.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3416, 'purchase_value': 51.39, 'discount_value': 0.0, 'applies_discount': False}]"
644,"[{'order_id': 3417, 'purchase_value': 93.78, 'discount_value': 0.0, 'applies_discount': False}]"
645,"[{'order_id': 3418, 'purchase_value': 61.54, 'discount_value': 6.15, 'applies_discount': True}, {'order_id': 3419, 'purchase_value': 84.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3420, 'purchase_value': 196.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3421, 'purchase_value': 151.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3422, 'purchase_value': 41.54, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3423, 'purchase_value': 197.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3424, 'purchase_value': 166.19, 'discount_value': 16.62, 'applies_discount': True}, {'order_id': 3425, 'purchase_value': 114.58, 'discount_value': 0.0, 'applies_discount': False}]"
646,"[{'order_id': 3426, 'purchase_value': 126.47, 'discount_value': 12.65, 'applies_discount': True}, {'order_id': 3427, 'purchase_value': 190.87, 'discount_value': 19.09, 'applies_discount': True}, {'order_id': 3428, 'purchase_value': 170.82, 'discount_value': 17.08, 'applies_discount': True}, {'order_id': 3429, 'purchase_value': 167.91, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 3430, 'purchase_value': 112.13, 'discount_value': 0.0, 'applies_discount': False}]"
